filename,pslistnproc,pslistnppid,pslistavg_threads,pslistnprocs64bit,pslistavg_handlers,dlllistndlls,dlllistavg_dlls_per_proc,handlesnhandles,handlesavg_handles_per_proc,handlesnport,handlesnfile,handlesnevent,handlesndesktop,handlesnkey,handlesnthread,handlesndirectory,handlesnsemaphore,handlesntimer,handlesnsection,handlesnmutant,ldrmodulesnot_in_load,ldrmodulesnot_in_init,ldrmodulesnot_in_mem,ldrmodulesnot_in_load_avg,ldrmodulesnot_in_init_avg,ldrmodulesnot_in_mem_avg,malfindninjections,malfindcommitcharge,malfindprotection,malfinduniqueinjections,psxviewnot_in_pslist,psxviewnot_in_eprocess_pool,psxviewnot_in_ethread_pool,psxviewnot_in_pspcid_list,psxviewnot_in_csrss_handles,psxviewnot_in_session,psxviewnot_in_deskthrd,psxviewnot_in_pslist_false_avg,psxviewnot_in_eprocess_pool_false_avg,psxviewnot_in_ethread_pool_false_avg,psxviewnot_in_pspcid_list_false_avg,psxviewnot_in_csrss_handles_false_avg,psxviewnot_in_session_false_avg,psxviewnot_in_deskthrd_false_avg,modulesnmodules,svcscannservices,svcscankernel_drivers,svcscanfs_drivers,svcscanprocess_services,svcscanshared_process_services,svcscaninteractive_process_services,svcscannactive,callbacksncallbacks,callbacksnanonymous,callbacksngeneric,category,family
Spyware-TIBS-7ee08dbd8e61fb131cc2258ad23f01c675265c04b502aa8676da524f962a98ab-5.raw,22,8,13.363636363636363,0,229.1818181818182,936,42.54545454545455,5042,229.1818181818182,0,470,1595,23,353,461,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-9c8a2292cad7ae8b939c0fb6a7369ee7a84c470bf463fa473805bfad8c69a7f9-2.raw,22,8,16.40909090909091,0,244.8181818181818,936,42.54545454545455,5386,244.8181818181818,0,480,1699,23,353,605,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-28e57139370f05830b5ffa383fde31916f358d49a03010d6cee044c63e852a82-6.raw,22,8,13.727272727272728,0,234.8181818181818,939,42.68181818181818,5166,234.8181818181818,0,474,1686,23,356,487,61,376,85,73,170,26,47,26,0.0269709543568464,0.0487551867219917,0.0269709543568464,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-8dc489ff4bb652a015176896e29487c60c306a301e7e19e17fc8c357d8265615-5.raw,22,8,13.363636363636363,0,229.45454545454547,936,42.54545454545455,5048,229.45454545454547,0,470,1599,23,353,466,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-56d78fb94fce19e41d4fd8aa8cc8e76887afbe16f9d0ddf162abf6bbba3cc1e7-9.raw,28,10,13.607142857142858,0,268.85714285714283,1276,45.57142857142857,7528,268.85714285714283,0,554,2692,31,567,684,73,607,110,138,221,32,59,32,0.0244835501147666,0.045141545524101,0.0244835501147666,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.1785714285714285,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-49bb6d6117975b63789c7307ca5c4b166239b7d2c342f80a2487dfe99ef438f2-6.raw,22,8,13.727272727272728,0,234.72727272727272,939,42.68181818181818,5164,234.72727272727272,0,474,1686,23,356,485,61,376,85,73,170,26,47,26,0.0269709543568464,0.0487551867219917,0.0269709543568464,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-1.raw,22,8,16.681818181818183,0,244.9090909090909,934,42.45454545454545,5388,244.9090909090909,0,478,1688,23,343,614,61,376,85,71,170,24,45,24,0.0250783699059561,0.0470219435736677,0.0250783699059561,1,1,6,1.0,0,0,0,0,4,2,4,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.1818181818181818,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-6ff85480282c694f5e64a1fce32938d3f71e0f2aa3e91e8bc139184713b33c56-6.raw,22,8,13.727272727272728,0,235.0,939,42.68181818181818,5170,235.0,0,474,1687,23,356,485,61,376,85,73,170,26,47,26,0.0269709543568464,0.0487551867219917,0.0269709543568464,1,1,6,1.0,1,0,1,1,5,3,6,0.0434782608695652,0.0,0.0434782608695652,0.0434782608695652,0.217391304347826,0.1304347826086956,0.2608695652173913,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-6e274cbbdefce4f2bcb3543da3f4043319541e51a110356e68cea2ae85153427-5.raw,22,8,13.454545454545457,0,229.77272727272728,936,42.54545454545455,5055,229.77272727272728,0,475,1603,23,355,466,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-10ef7e0a4f5ea636cdbf2eeeb6403c3ab328568bf47e67dc37b2a73b82bd06d4-3.raw,22,8,16.181818181818183,0,241.27272727272728,936,42.54545454545455,5308,241.27272727272728,0,473,1682,23,353,599,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-49bb6d6117975b63789c7307ca5c4b166239b7d2c342f80a2487dfe99ef438f2-8.raw,27,9,13.62962962962963,0,266.7407407407408,1217,45.07407407407408,7202,266.7407407407408,0,541,2606,30,556,648,71,518,107,134,218,30,56,30,0.0240770465489566,0.0449438202247191,0.0240770465489566,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-9aa88b8359d2090f6588d882078813d7c548776d7403627c25f1091a0564fce6-8.raw,27,9,13.77777777777778,0,267.22222222222223,1209,44.77777777777778,7215,267.22222222222223,0,546,2609,30,549,659,71,514,107,133,218,25,51,25,0.0202757502027575,0.0413625304136253,0.0202757502027575,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-7cbae8b99aad8d5f683842fe9b1d44647599dfa2c73feac803baa1f9cbf789a8-3.raw,22,8,16.5,0,245.13636363636363,936,42.54545454545455,5393,245.13636363636363,0,478,1698,23,351,611,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-67ec0e775d5272086f87e4fa67b7efec044decd79e7eecdb47993d5cb5e9b535-2.raw,22,8,16.454545454545453,0,245.1818181818182,936,42.54545454545455,5394,245.1818181818182,0,485,1699,23,353,603,61,376,85,72,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,1,0,1,1,5,3,6,0.0434782608695652,0.0,0.0434782608695652,0.0434782608695652,0.217391304347826,0.1304347826086956,0.2608695652173913,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-4.raw,22,8,13.863636363636363,0,232.3181818181818,936,42.54545454545455,5111,232.3181818181818,0,470,1623,23,353,496,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,87,0,8,Spyware,Tibs
Spyware-TIBS-25ac33bc94decabf1572c58b136cd489a8ec017b0d1ea345b6e37a84423ca2d8-8.raw,27,9,13.592592592592592,0,266.6666666666667,1220,45.18518518518518,7200,266.6666666666667,0,541,2601,30,556,648,71,518,107,134,220,30,56,30,0.0240192153722978,0.0448358686949559,0.0240192153722978,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-8fdea52e2c3a415a4be17226fc6cd3fe62e4b49fc156b4a828a0bec730b1cdc5-6.raw,22,8,13.772727272727272,0,234.5,939,42.68181818181818,5159,234.5,0,479,1676,23,356,485,61,376,85,73,170,26,47,26,0.0269709543568464,0.0487551867219917,0.0269709543568464,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-92a05114ea36ed4ce64ac63d8b6472026537aedd164228ba9c18a95a44d4cbc3-5.raw,22,8,13.5,0,229.54545454545453,936,42.54545454545455,5050,229.54545454545453,0,470,1604,23,353,467,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-49bb6d6117975b63789c7307ca5c4b166239b7d2c342f80a2487dfe99ef438f2-7.raw,27,9,14.0,0,269.25925925925924,1217,45.07407407407408,7270,269.25925925925924,0,542,2635,30,555,670,71,518,107,134,218,30,56,30,0.0240770465489566,0.0449438202247191,0.0240770465489566,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-8b374a972ae3f2aa202e216b2ebb61cd7668d1e3803cfcc9bdeb9f7e1a0e70c2-6.raw,22,8,13.909090909090908,0,236.9090909090909,952,43.27272727272727,5212,236.9090909090909,0,477,1698,23,361,494,61,377,85,74,173,25,47,25,0.0256147540983606,0.048155737704918,0.0256147540983606,1,1,6,1.0,2,0,2,2,6,4,7,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.25,0.1666666666666666,0.2916666666666667,137,378,219,26,21,110,0,112,88,0,8,Spyware,Tibs
Spyware-TIBS-40a45471e1b7f0ad943f0e2f736afb24b7048c09caf44befbfaf8c10c89aca25-1.raw,22,8,15.954545454545457,0,226.45454545454547,898,40.81818181818182,4982,226.45454545454547,0,354,1570,23,336,565,60,369,84,70,162,16,37,16,0.0175246440306681,0.04052573932092,0.0175246440306681,1,1,6,1.0,0,0,0,0,4,2,4,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.1818181818181818,137,385,220,26,23,114,0,113,88,0,8,Spyware,Tibs
Spyware-TIBS-7f0fb3e6faacd89fae2a13bf11a019edae5ef581472e8458204f6213af272dee-7.raw,27,9,14.0,0,269.1851851851852,1212,44.888888888888886,7268,269.1851851851852,0,542,2634,30,555,671,71,518,107,134,216,30,56,30,0.024174053182917,0.0451248992747784,0.024174053182917,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-27d7f533077c5f1cb54d2b03d7bb5c27a0f9b37b8ad7e87b5a8996f1d2135ef4-6.raw,22,8,13.772727272727272,0,234.54545454545453,939,42.68181818181818,5160,234.54545454545453,0,474,1682,23,356,486,61,376,85,73,170,26,47,26,0.0269709543568464,0.0487551867219917,0.0269709543568464,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-6c020f140af8dd853073669a31bb0996b4f0a332a4a3b23b3e708d311b9ec587-3.raw,22,8,16.227272727272727,0,242.27272727272728,936,42.54545454545455,5330,242.27272727272728,0,479,1686,23,353,596,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-56d78fb94fce19e41d4fd8aa8cc8e76887afbe16f9d0ddf162abf6bbba3cc1e7-3.raw,22,8,16.59090909090909,0,246.72727272727272,936,42.54545454545455,5428,246.72727272727272,0,484,1714,23,353,624,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-19f82488e174dbe2b094ad9e520ee3956ef6c14f8faf5bd0bb368f0ea73de6ef-7.raw,27,9,14.074074074074074,0,269.1481481481481,1217,45.07407407407408,7267,269.1481481481481,0,542,2630,30,555,673,71,518,107,134,218,30,56,30,0.0240770465489566,0.0449438202247191,0.0240770465489566,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-6c020f140af8dd853073669a31bb0996b4f0a332a4a3b23b3e708d311b9ec587-4.raw,22,8,13.863636363636363,0,232.04545454545453,936,42.54545454545455,5105,232.04545454545453,0,470,1618,23,353,495,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-27d7f533077c5f1cb54d2b03d7bb5c27a0f9b37b8ad7e87b5a8996f1d2135ef4-3.raw,22,8,16.5,0,244.45454545454547,936,42.54545454545455,5378,244.45454545454547,0,479,1707,23,353,615,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-27d7f533077c5f1cb54d2b03d7bb5c27a0f9b37b8ad7e87b5a8996f1d2135ef4-1.raw,22,8,16.545454545454547,0,244.5909090909091,934,42.45454545454545,5381,244.5909090909091,0,478,1688,23,345,611,61,376,85,71,170,24,45,24,0.0250783699059561,0.0470219435736677,0.0250783699059561,1,1,6,1.0,1,0,1,1,5,3,5,0.0434782608695652,0.0,0.0434782608695652,0.0434782608695652,0.217391304347826,0.1304347826086956,0.217391304347826,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-6c020f140af8dd853073669a31bb0996b4f0a332a4a3b23b3e708d311b9ec587-8.raw,27,9,13.62962962962963,0,266.0740740740741,1212,44.888888888888886,7184,266.0740740740741,0,541,2594,30,556,646,71,518,107,134,216,30,56,30,0.024174053182917,0.0451248992747784,0.024174053182917,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-92a05114ea36ed4ce64ac63d8b6472026537aedd164228ba9c18a95a44d4cbc3-2.raw,22,8,16.545454545454547,0,243.4090909090909,934,42.45454545454545,5355,243.4090909090909,0,477,1681,23,345,606,61,376,85,71,170,24,45,24,0.0250783699059561,0.0470219435736677,0.0250783699059561,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-5.raw,22,8,13.454545454545457,0,229.3636363636364,936,42.54545454545455,5046,229.3636363636364,0,470,1599,23,353,465,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,87,0,8,Spyware,Tibs
Spyware-TIBS-8b374a972ae3f2aa202e216b2ebb61cd7668d1e3803cfcc9bdeb9f7e1a0e70c2-1.raw,22,8,16.40909090909091,0,243.1818181818182,934,42.45454545454545,5350,243.1818181818182,0,478,1673,23,345,593,61,376,85,71,170,24,45,24,0.0250783699059561,0.0470219435736677,0.0250783699059561,1,1,6,1.0,4,0,4,4,8,6,8,0.1538461538461538,0.0,0.1538461538461538,0.1538461538461538,0.3076923076923077,0.2307692307692307,0.3076923076923077,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-27d7f533077c5f1cb54d2b03d7bb5c27a0f9b37b8ad7e87b5a8996f1d2135ef4-10.raw,29,10,12.862068965517242,0,261.6551724137931,1327,45.75862068965517,7588,261.6551724137931,0,554,2693,32,578,668,79,611,113,158,245,34,62,34,0.025,0.0455882352941176,0.025,2,2,12,1.0,1,0,1,1,5,3,6,0.0333333333333333,0.0,0.0333333333333333,0.0333333333333333,0.1666666666666666,0.1,0.2,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-8d8af27b1ab68fde08153c7b2d90670c329aa93abe1645da4651ae0941f6da09-4.raw,22,8,14.0,0,232.8181818181818,936,42.54545454545455,5122,232.8181818181818,0,470,1628,23,353,503,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-10ef7e0a4f5ea636cdbf2eeeb6403c3ab328568bf47e67dc37b2a73b82bd06d4-7.raw,27,9,14.0,0,269.1851851851852,1212,44.888888888888886,7268,269.1851851851852,0,542,2627,30,555,671,71,518,107,134,216,30,56,30,0.024174053182917,0.0451248992747784,0.024174053182917,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-8d05ac658cc148b5089cba5909d167e79b2ee62d09dfdba71234792f184da271-7.raw,25,8,14.52,0,270.68,1142,45.68,6767,270.68,0,531,2390,27,502,631,67,501,101,108,207,29,54,29,0.0247863247863247,0.0461538461538461,0.0247863247863247,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.16,0.08,0.2,138,389,221,26,24,116,0,119,88,0,8,Spyware,Tibs
Spyware-TIBS-8b374a972ae3f2aa202e216b2ebb61cd7668d1e3803cfcc9bdeb9f7e1a0e70c2-9.raw,27,9,13.444444444444445,0,265.1481481481481,1212,44.888888888888886,7159,265.1481481481481,0,540,2588,30,556,633,71,518,107,134,216,30,56,30,0.024174053182917,0.0451248992747784,0.024174053182917,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-6c524355af15275aa5b7f957574769ce268cbe125214f26c32a1037bc831ee8d-6.raw,22,8,13.727272727272728,0,234.8181818181818,939,42.68181818181818,5166,234.8181818181818,0,474,1687,23,356,485,61,376,85,73,170,26,47,26,0.0269709543568464,0.0487551867219917,0.0269709543568464,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-6ff85480282c694f5e64a1fce32938d3f71e0f2aa3e91e8bc139184713b33c56-1.raw,22,8,16.363636363636363,0,244.95454545454547,934,42.45454545454545,5389,244.95454545454547,0,479,1692,23,345,608,61,376,85,71,170,24,45,24,0.0250783699059561,0.0470219435736677,0.0250783699059561,1,1,6,1.0,2,0,2,2,6,4,6,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.25,0.1666666666666666,0.25,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-92a05114ea36ed4ce64ac63d8b6472026537aedd164228ba9c18a95a44d4cbc3-8.raw,27,9,13.851851851851851,0,268.1481481481481,1217,45.07407407407408,7240,268.1481481481481,0,541,2621,30,556,655,71,518,107,134,218,30,56,30,0.0240770465489566,0.0449438202247191,0.0240770465489566,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-9aa88b8359d2090f6588d882078813d7c548776d7403627c25f1091a0564fce6-6.raw,22,8,13.318181818181818,0,227.9090909090909,928,42.18181818181818,5014,227.9090909090909,0,475,1587,23,346,464,61,372,85,70,170,20,41,20,0.0211193241816261,0.0432946145723336,0.0211193241816261,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-56d78fb94fce19e41d4fd8aa8cc8e76887afbe16f9d0ddf162abf6bbba3cc1e7-10.raw,29,10,12.827586206896552,0,262.0,1322,45.58620689655172,7598,262.0,0,559,2697,32,578,670,79,611,113,158,243,34,62,34,0.0250922509225092,0.0457564575645756,0.0250922509225092,2,2,12,1.0,3,0,3,3,7,5,8,0.09375,0.0,0.09375,0.09375,0.21875,0.15625,0.25,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-6e274cbbdefce4f2bcb3543da3f4043319541e51a110356e68cea2ae85153427-3.raw,22,8,16.40909090909091,0,245.95454545454547,936,42.54545454545455,5411,245.95454545454547,0,484,1709,23,355,613,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-25ac33bc94decabf1572c58b136cd489a8ec017b0d1ea345b6e37a84423ca2d8-6.raw,22,8,13.772727272727272,0,235.04545454545453,939,42.68181818181818,5171,235.04545454545453,0,474,1684,23,356,489,61,376,85,73,170,26,47,26,0.0269709543568464,0.0487551867219917,0.0269709543568464,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-6.raw,22,8,13.818181818181818,0,235.0,939,42.68181818181818,5170,235.0,0,474,1687,23,356,489,61,376,85,73,170,26,47,26,0.0269709543568464,0.0487551867219917,0.0269709543568464,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,87,0,8,Spyware,Tibs
Spyware-TIBS-10ef7e0a4f5ea636cdbf2eeeb6403c3ab328568bf47e67dc37b2a73b82bd06d4-4.raw,22,8,13.681818181818182,0,231.72727272727272,936,42.54545454545455,5098,231.72727272727272,0,470,1613,23,353,488,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-56d78fb94fce19e41d4fd8aa8cc8e76887afbe16f9d0ddf162abf6bbba3cc1e7-5.raw,22,8,13.409090909090908,0,229.8181818181818,936,42.54545454545455,5056,229.8181818181818,0,475,1605,23,353,466,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-92a05114ea36ed4ce64ac63d8b6472026537aedd164228ba9c18a95a44d4cbc3-3.raw,22,8,16.5,0,245.3636363636364,936,42.54545454545455,5398,245.3636363636364,0,479,1706,23,353,610,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-6c524355af15275aa5b7f957574769ce268cbe125214f26c32a1037bc831ee8d-7.raw,27,9,13.962962962962964,0,268.85185185185185,1212,44.888888888888886,7259,268.85185185185185,0,542,2629,30,555,666,71,519,107,134,216,30,56,30,0.024174053182917,0.0451248992747784,0.024174053182917,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1481481481481481,0.074074074074074,0.1851851851851851,138,389,221,26,24,116,0,120,88,0,8,Spyware,Tibs
Spyware-TIBS-8b374a972ae3f2aa202e216b2ebb61cd7668d1e3803cfcc9bdeb9f7e1a0e70c2-2.raw,22,8,16.363636363636363,0,242.3636363636364,934,42.45454545454545,5332,242.3636363636364,0,478,1669,23,345,591,61,376,85,71,170,24,45,24,0.0250783699059561,0.0470219435736677,0.0250783699059561,1,1,6,1.0,3,0,3,3,7,5,8,0.12,0.0,0.12,0.12,0.28,0.2,0.32,137,385,220,26,23,114,0,114,88,0,8,Spyware,Tibs
Spyware-TIBS-7c5d590afd39575ec7211e69d22acd56638f9356d955ac4ebca7bc93ad4f439b-2.raw,22,8,16.59090909090909,0,245.9090909090909,936,42.54545454545455,5410,245.9090909090909,0,480,1712,23,353,614,61,376,85,71,170,25,46,25,0.0260416666666666,0.0479166666666666,0.0260416666666666,1,1,6,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.2272727272727272,137,385,220,26,23,114,0,114,87,0,8,Spyware,Tibs
